MA_CN,LOAI_TIEN,MA_TK,TEN_TK,LOAI_BT,DN_DAUKY,DC_DAUKY,SBT_NO,ST_GHINO,SBT_CO,ST_GHICO,DN_CUOIKY,DC_CUOIKY
"7808","VND","8613  ","Vật mang tin","'D","1157273                ","0                      ","0     ","0                      ","0     ","0                      ","1157273                ","0                      "
"7808","VND","861301","Vật mang tin","'D","1157273                ","0                      ","0     ","0                      ","0     ","0                      ","1157273                ","0                      "
"7808","VND","8614  ","Xăng dầu","'D","15765288               ","0                      ","0     ","0                      ","0     ","0                      ","15765288               ","0                      "
"7808","VND","861401","Xăng dầu","'D","15765288               ","0                      ","0     ","0                      ","0     ","0                      ","15765288               ","0                      "
"7808","VND","8619  ","Vật liệu khác","'D","3450000                ","0                      ","0     ","0                      ","0     ","0                      ","3450000                ","0                      "
"7808","VND","861901","Vật liệu khác","'D","3450000                ","0                      ","0     ","0                      ","0     ","0                      ","3450000                ","0                      "
"7808","VND","862   ","Công tác phí","'D","65531600               ","0                      ","0     ","0                      ","0     ","0                      ","65531600               ","0                      "
"7808","VND","8620  ","Công tác phí","'D","65531600               ","0                      ","0     ","0                      ","0     ","0                      ","65531600               ","0                      "
"7808","VND","862001","Công tác phí","'D","65531600               ","0                      ","0     ","0                      ","0     ","0                      ","65531600               ","0                      "
"7808","VND","865   ","Chi bưu phí và điện thoại","'D","25040645               ","0                      ","0     ","0                      ","0     ","0                      ","25040645               ","0                      "
"7808","VND","8650  ","Chi bưu phí và điện thoại","'D","25040645               ","0                      ","0     ","0                      ","0     ","0                      ","25040645               ","0                      "
"7808","VND","865001","Chi bưu phí và điện thoại","'D","25040645               ","0                      ","0     ","0                      ","0     ","0                      ","25040645               ","0                      "
"7808","VND","866   ","Chi xuất bản tài liệu, tuyên truyền, quảng cáo, tiế","'D","30335600               ","0                      ","0     ","0                      ","0     ","0                      ","30335600               ","0                      "
"7808","VND","8660  ","Chi xuất bản tài liệu, tuyên truyền, quảng cáo, tiế","'D","30335600               ","0                      ","0     ","0                      ","0     ","0                      ","30335600               ","0                      "
"7808","VND","866001","Chi xuất bản tài liệu, tuyên truyền, quảng cáo, tiế","'D","30335600               ","0                      ","0     ","0                      ","0     ","0                      ","30335600               ","0                      "
"7808","VND","868   ","Chi về các hoạt động đoàn thể của Tổ chức tín dụng ","'D","17772280               ","0                      ","0     ","0                      ","0     ","0                      ","17772280               ","0                      "
"7808","VND","8680  ","Chi về các hoạt động đoàn thể của Tổ chức tín dụng ","'D","17772280               ","0                      ","0     ","0                      ","0     ","0                      ","17772280               ","0                      "
"7808","VND","868001","Chi về các hoạt động đoàn thể ","'D","17772280               ","0                      ","0     ","0                      ","0     ","0                      ","17772280               ","0                      "
"7808","VND","869   ","Các khoản chi phí quản lý khác","'D","143466715              ","0                      ","1     ","8000000                ","0     ","0                      ","151466715              ","0                      "
"7808","VND","8691  ","Điện, nước, vệ sinh cơ quan","'D","17627933               ","0                      ","0     ","0                      ","0     ","0                      ","17627933               ","0                      "
"7808","VND","869101","Điện, nước, vệ sinh cơ quan","'D","17627933               ","0                      ","0     ","0                      ","0     ","0                      ","17627933               ","0                      "
"7808","VND","8693  ","Hội nghị","'D","13916000               ","0                      ","0     ","0                      ","0     ","0                      ","13916000               ","0                      "
"7808","VND","869301","Hội nghị","'D","13916000               ","0                      ","0     ","0                      ","0     ","0                      ","13916000               ","0                      "
"7808","VND","8694  ","Lễ tân, khánh tiết","'D","55711790               ","0                      ","0     ","0                      ","0     ","0                      ","55711790               ","0                      "
"7808","VND","869401","Lễ tân, khánh tiết","'D","55711790               ","0                      ","0     ","0                      ","0     ","0                      ","55711790               ","0                      "
"7808","VND","8699  ","Các khoản chi khác","'D","56210992               ","0                      ","1     ","8000000                ","0     ","0                      ","64210992               ","0                      "
"7808","VND","869909","Các khoản chi khác","'D","56210992               ","0                      ","1     ","8000000                ","0     ","0                      ","64210992               ","0                      "
"7808","VND","87    ","Chi về tài sản ","'D","571500354              ","0                      ","0     ","0                      ","8     ","95327471               ","476172883              ","0                      "
"7808","VND","871   ","Khấu hao cơ bản tài sản cố định","'D","240154139              ","0                      ","0     ","0                      ","0     ","0                      ","240154139              ","0                      "
"7808","VND","8710  ","Khấu hao cơ bản tài sản cố định","'D","240154139              ","0                      ","0     ","0                      ","0     ","0                      ","240154139              ","0                      "
"7808","VND","871001","Khấu hao cơ bản tài sản cố định","'D","240154139              ","0                      ","0     ","0                      ","0     ","0                      ","240154139              ","0                      "
"7808","VND","872   ","Bảo dưỡng và sửa chữa tài sản","'D","109839600              ","0                      ","0     ","0                      ","0     ","0                      ","109839600              ","0                      "
"7808","VND","8720  ","Bảo dưỡng và sửa chữa tài sản","'D","109839600              ","0                      ","0     ","0                      ","0     ","0                      ","109839600              ","0                      "
"7808","VND","872002","Sửa chữa thường xuyên, xây dựng nhỏ tài sản","'D","109839600              ","0                      ","0     ","0                      ","0     ","0                      ","109839600              ","0                      "
"7808","VND","874   ","Mua sắm công cụ lao động","'D","200002180              ","0                      ","0     ","0                      ","8     ","95327471               ","104674709              ","0                      "
"7808","VND","8740  ","Mua sắm công cụ lao động","'D","200002180              ","0                      ","0     ","0                      ","8     ","95327471               ","104674709              ","0                      "
"7808","VND","874001","Mua sắm công cụ lao động","'D","200002180              ","0                      ","0     ","0                      ","8     ","95327471               ","104674709              ","0                      "
"7808","VND","875   ","Chi bảo hiểm tài sản","'D","21504435               ","0                      ","0     ","0                      ","0     ","0                      ","21504435               ","0                      "
"7808","VND","8750  ","Chi bảo hiểm tài sản","'D","21504435               ","0                      ","0     ","0                      ","0     ","0                      ","21504435               ","0                      "
"7808","VND","875001","Chi bảo hiểm tài sản","'D","21504435               ","0                      ","0     ","0                      ","0     ","0                      ","21504435               ","0                      "
"7808","VND","88    ","Chi phí dự phòng, bảo toàn và bảo hiểm tiền gửi của","'D","40631636               ","0                      ","1     ","108541644              ","0     ","0                      ","149173280              ","0                      "
"7808","VND","882   ","Chi dự phòng","'D","40631636               ","0                      ","1     ","108541644              ","0     ","0                      ","149173280              ","0                      "
"7808","VND","8822  ","Chi dự phòng Nợ phải thu khó đòi","'D","40631636               ","0                      ","1     ","108541644              ","0     ","0                      ","149173280              ","0                      "
"7808","VND","882201","Chi dự phòng Nợ phải thu khó đòi thông thường","'D","40631636               ","0                      ","1     ","108541644              ","0     ","0                      ","149173280              ","0                      "
"7808","VND","89    ","Chi phí khác","'D","433164747              ","0                      ","0     ","0                      ","741   ","331164747              ","102000000              ","0                      "
"7808","VND","891   ","Chi công tác xã hội","'D","102000000              ","0                      ","0     ","0                      ","0     ","0                      ","102000000              ","0                      "
"7808","VND","8910  ","Chi công tác xã hội","'D","102000000              ","0                      ","0     ","0                      ","0     ","0                      ","102000000              ","0                      "
"7808","VND","891001","Chi công tác xã hội","'D","102000000              ","0                      ","0     ","0                      ","0     ","0                      ","102000000              ","0                      "
"7808","VND","899   ","Chi phí khác theo chế độ tài chính","'D","331164747              ","0                      ","0     ","0                      ","741   ","331164747              ","0                      ","0                      "
"7808","VND","8990  ","Chi bất thường","'D","331164747              ","0                      ","0     ","0                      ","741   ","331164747              ","0                      ","0                      "
"7808","VND","899002","Lãi dự thu kỳ trước","'D","331164747              ","0                      ","0     ","0                      ","741   ","331164747              ","0                      ","0                      "
"7808","VND","9     ","Các tài khoản ngoài bảng cân đối kê toán","'C","0                      ","69505872722            ","0     ","0                      ","8     ","705068284              ","0                      ","70210941006            "
"7808","VND","92    ","Các văn bản, chứng từ cam kết đưa ra","'C","0                      ","2126815893             ","0     ","0                      ","0     ","0                      ","0                      ","2126815893             "
"7808","VND","926   ","Cam kết bảo lãnh thực hiện hợp đồng","'C","0                      ","53427000               ","0     ","0                      ","0     ","0                      ","0                      ","53427000               "
"7808","VND","9260  ","Cam kết bảo lãnh thực hiện hợp đồng","'C","0                      ","53427000               ","0     ","0                      ","0     ","0                      ","0                      ","53427000               "
"7808","VND","926001","Cam kết bảo lãnh thực hiện hợp đồng","'C","0                      ","53427000               ","0     ","0                      ","0     ","0                      ","0                      ","53427000               "
"7808","VND","928   ","Cam kết bảo lãnh khác","'C","0                      ","2073388893             ","0     ","0                      ","0     ","0                      ","0                      ","2073388893             "
"7808","VND","9280  ","Cam kết bảo lãnh khác","'C","0                      ","2073388893             ","0     ","0                      ","0     ","0                      ","0                      ","2073388893             "
"7808","VND","928001","Cam kết bảo lãnh khác","'C","0                      ","2073388893             ","0     ","0                      ","0     ","0                      ","0                      ","2073388893             "
"7808","VND","94    ","Lãi cho vay và phí phải thu chưa thu được","'C","0                      ","0                      ","0     ","0                      ","2     ","213691254              ","0                      ","213691254              "
"7808","VND","941   ","Lãi cho vay chưa thu được","'C","0                      ","0                      ","0     ","0                      ","2     ","213691254              ","0                      ","213691254              "
"7808","VND","9410  ","Lãi cho vay chưa thu được","'C","0                      ","0                      ","0     ","0                      ","2     ","213691254              ","0                      ","213691254              "
"7808","VND","941001","Lãi cho vay ngắn hạn chưa thu được","'C","0                      ","0                      ","0     ","0                      ","1     ","269417                 ","0                      ","269417                 "
"7808","VND","941003","Lãi cho vay trung, dài hạn chưa thu được ","'C","0                      ","0                      ","0     ","0                      ","1     ","213421837              ","0                      ","213421837              "
"7808","VND","97    ","Nợ khó đòi đã xử lý","'C","0                      ","686982863              ","0     ","0                      ","6     ","491377030              ","0                      ","1178359893             "
"7808","VND","971   ","Nợ bị tổn thất đang trong thời gian theo dõi","'C","0                      ","686982863              ","0     ","0                      ","6     ","491377030              ","0                      ","1178359893             "
"7808","VND","9711  ","Nợ gốc bị tổn thất đang trong thời gian theo dõi","'C","0                      ","656159987              ","0     ","0                      ","0     ","0                      ","0                      ","656159987              "
"7808","VND","971101","Nợ gốc CV ngắn hạn thông thường đã xử lý rủi ro","'C","0                      ","97154608               ","0     ","0                      ","0     ","0                      ","0                      ","97154608               "
"7808","VND","971103","Nợ gốc CV trung hạn thông thường đã xử lý rủi ro","'C","0                      ","559005379              ","0     ","0                      ","0     ","0                      ","0                      ","559005379              "
"7808","VND","9712  ","Nợ lãi bị tổn thất đang trong thời gian theo dõi","'C","0                      ","30822876               ","0     ","0                      ","6     ","491377030              ","0                      ","522199906              "
"7808","VND","971201","Nợ lãi CV ngắn hạn thông thuờng đã xử lý rủi ro","'C","0                      ","30822876               ","0     ","0                      ","4     ","45676151               ","0                      ","76499027               "
"7808","VND","971203"," Nợ lãi CV trung hạn TT đã xử lý rủi ro","'C","0                      ","0                      ","0     ","0                      ","2     ","445700879              ","0                      ","445700879              "
"7808","VND","99    ","Tài sản và chứng từ khác","'C","0                      ","66692073966            ","0     ","0                      ","0     ","0                      ","0                      ","66692073966            "
"7808","VND","992   ","Tài sản khác giữ hộ","'C","0                      ","3                      ","0     ","0                      ","0     ","0                      ","0                      ","3                      "
"7808","VND","9920  ","Tài sản khác giữ hộ","'C","0                      ","3                      ","0     ","0                      ","0     ","0                      ","0                      ","3                      "
"7808","VND","992001","Tài sản khác giữ hộ","'C","0                      ","3                      ","0     ","0                      ","0     ","0                      ","0                      ","3                      "
"7808","VND","994   ","Tài sản,GTCG của KH đưa thế chấp Ccố, CK,TCK","'C","0                      ","66692073900            ","0     ","0                      ","0     ","0                      ","0                      ","66692073900            "
"7808","VND","9940  ","Tài sản,GTCG của KH đưa thế chấp, cầm cố và CK,TCK ","'C","0                      ","66692073900            ","0     ","0                      ","0     ","0                      ","0                      ","66692073900            "
"7808","VND","994001","Tài sản, giấy tờ có giá của khách hàng đưa thế chấp","'C","0                      ","65747073900            ","0     ","0                      ","0     ","0                      ","0                      ","65747073900            "
"7808","VND","994003","Tài sản, giấy tờ có giá của khách hàng đưa cầm cố","'C","0                      ","945000000              ","0     ","0                      ","0     ","0                      ","0                      ","945000000              "
"7808","VND","994009","Tài sản thế chấp hình thành trong tương lai","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","VND","999   ","Các chứng từ có giá trị khác đang bảo quản","'C","0                      ","63                     ","0     ","0                      ","0     ","0                      ","0                      ","63                     "
"7808","VND","9990  ","Các chứng từ có giá trị khác đang bảo quản","'C","0                      ","63                     ","0     ","0                      ","0     ","0                      ","0                      ","63                     "
"7808","VND","999001","Tài sản giữ để cho vay tín chấp","'C","0                      ","63                     ","0     ","0                      ","0     ","0                      ","0                      ","63                     "
